year,country,isocode,tasa_homicidio
2023,Saint Helena,SHN,NA
1995,Saint Kitts and Nevis,KNA,9.450456
1996,Saint Kitts and Nevis,KNA,9.329011
1997,Saint Kitts and Nevis,KNA,16.118633
1998,Saint Kitts and Nevis,KNA,18.182852
1999,Saint Kitts and Nevis,KNA,13.452613
2000,Saint Kitts and Nevis,KNA,6.6302004
2001,Saint Kitts and Nevis,KNA,13.111745
2002,Saint Kitts and Nevis,KNA,10.864723
2003,Saint Kitts and Nevis,KNA,21.656036
2004,Saint Kitts and Nevis,KNA,23.750662
2005,Saint Kitts and Nevis,KNA,17.227642
2006,Saint Kitts and Nevis,KNA,36.505363
2007,Saint Kitts and Nevis,KNA,34.257206
2008,Saint Kitts and Nevis,KNA,49.108574
2009,Saint Kitts and Nevis,KNA,57.54905
2010,Saint Kitts and Nevis,KNA,44.827255
2011,Saint Kitts and Nevis,KNA,72.51709
2012,Saint Kitts and Nevis,KNA,38.271
2016,Saint Kitts and Nevis,KNA,63.72877
2017,Saint Kitts and Nevis,KNA,48.883648
2018,Saint Kitts and Nevis,KNA,48.927322
2019,Saint Kitts and Nevis,KNA,25.558289
2020,Saint Kitts and Nevis,KNA,21.33561
2021,Saint Kitts and Nevis,KNA,29.938198
2022,Saint Kitts and Nevis,KNA,23.549812
2023,Saint Kitts and Nevis,KNA,NA
1990,Saint Lucia,LCA,10.155488
1991,Saint Lucia,LCA,7.1674314
1992,Saint Lucia,LCA,9.8858185
1993,Saint Lucia,LCA,5.566166
1994,Saint Lucia,LCA,6.8544793
1995,Saint Lucia,LCA,10.795639
1996,Saint Lucia,LCA,7.9767876
1997,Saint Lucia,LCA,8.520735
1998,Saint Lucia,LCA,9.051148
1999,Saint Lucia,LCA,10.210464
2000,Saint Lucia,LCA,14.500429
2001,Saint Lucia,LCA,21.218636
2002,Saint Lucia,LCA,25.983507
2003,Saint Lucia,LCA,22.08921
2004,Saint Lucia,LCA,22.528145
2005,Saint Lucia,LCA,24.780975
2006,Saint Lucia,LCA,25.804283
2007,Saint Lucia,LCA,17.286806
2008,Saint Lucia,LCA,23.10324
2009,Saint Lucia,LCA,22.958937
2010,Saint Lucia,LCA,25.745071
2011,Saint Lucia,LCA,26.775164
2012,Saint Lucia,LCA,22.597364
2013,Saint Lucia,LCA,19.0346
2014,Saint Lucia,LCA,19.524689
2015,Saint Lucia,LCA,16.008736
2016,Saint Lucia,LCA,17.07981
2017,Saint Lucia,LCA,27.786915
2018,Saint Lucia,LCA,20.901947
2019,Saint Lucia,LCA,25.891935
2020,Saint Lucia,LCA,29.172428
2021,Saint Lucia,LCA,39.210854
2022,Saint Lucia,LCA,36.916676
2023,Saint Lucia,LCA,39.04409
2011,Saint Martin (French part),MAF,21.581667
2012,Saint Martin (French part),MAF,5.3654547
2013,Saint Martin (French part),MAF,21.379799
2014,Saint Martin (French part),MAF,21.36153
2015,Saint Martin (French part),MAF,16.05609
2016,Saint Martin (French part),MAF,26.899797
2023,Saint Martin (French part),MAF,NA
2006,Saint Pierre and Miquelon,SPM,0
2007,Saint Pierre and Miquelon,SPM,0
2008,Saint Pierre and Miquelon,SPM,16.565891
2009,Saint Pierre and Miquelon,SPM,16.585123
2023,Saint Pierre and Miquelon,SPM,NA
1990,Saint Vincent and the Grenadines,VCT,9.837942
1991,Saint Vincent and the Grenadines,VCT,16.039707
1992,Saint Vincent and the Grenadines,VCT,15.99872
1993,Saint Vincent and the Grenadines,VCT,12.418504
1994,Saint Vincent and the Grenadines,VCT,11.51283
1995,Saint Vincent and the Grenadines,VCT,17.691679
1996,Saint Vincent and the Grenadines,VCT,21.216595
1997,Saint Vincent and the Grenadines,VCT,7.954711
1998,Saint Vincent and the Grenadines,VCT,21.20516
1999,Saint Vincent and the Grenadines,VCT,12.349381
2000,Saint Vincent and the Grenadines,VCT,17.614162
2001,Saint Vincent and the Grenadines,VCT,10.572594
2002,Saint Vincent and the Grenadines,VCT,17.645008
2003,Saint Vincent and the Grenadines,VCT,15.909282
2004,Saint Vincent and the Grenadines,VCT,25.701359
2005,Saint Vincent and the Grenadines,VCT,23.12149
2006,Saint Vincent and the Grenadines,VCT,17.854912
2007,Saint Vincent and the Grenadines,VCT,35.864307
2008,Saint Vincent and the Grenadines,VCT,14.410714
2009,Saint Vincent and the Grenadines,VCT,20.812973
2010,Saint Vincent and the Grenadines,VCT,22.735851
2016,Saint Vincent and the Grenadines,VCT,37.61219
2017,Saint Vincent and the Grenadines,VCT,36.909798
2018,Saint Vincent and the Grenadines,VCT,32.40379
2019,Saint Vincent and the Grenadines,VCT,18.239943
2020,Saint Vincent and the Grenadines,VCT,31.87605
2021,Saint Vincent and the Grenadines,VCT,31.115995
2022,Saint Vincent and the Grenadines,VCT,41.15791
2023,Saint Vincent and the Grenadines,VCT,NA
2009,Samoa,WSM,8.354503
2010,Samoa,WSM,8.289189
2013,Samoa,WSM,3.0261993
2017,Samoa,WSM,3.407744
2018,Samoa,WSM,6.262585
2023,Samoa,WSM,NA
1995,San Marino,SMR,0
1996,San Marino,SMR,0
1997,San Marino,SMR,0
1998,San Marino,SMR,0
1999,San Marino,SMR,0
2000,San Marino,SMR,0
2001,San Marino,SMR,0
2002,San Marino,SMR,3.6376202
2003,San Marino,SMR,0
2004,San Marino,SMR,0
2005,San Marino,SMR,0
2006,San Marino,SMR,0
2007,San Marino,SMR,0
2008,San Marino,SMR,0
2009,San Marino,SMR,0
2010,San Marino,SMR,0
2011,San Marino,SMR,0
2023,San Marino,SMR,NA
1990,Sao Tome and Principe,STP,6.5051227
1991,Sao Tome and Principe,STP,5.5689697
1992,Sao Tome and Principe,STP,9.36695
1993,Sao Tome and Principe,STP,6.131819
1994,Sao Tome and Principe,STP,6.0271597
2006,Sao Tome and Principe,STP,2.4149048
2007,Sao Tome and Principe,STP,2.3571076
2008,Sao Tome and Principe,STP,8.05556
2009,Sao Tome and Principe,STP,2.8113027
2010,Sao Tome and Principe,STP,3.3002937
2011,Sao Tome and Principe,STP,3.2318966
2023,Sao Tome and Principe,STP,NA
1999,Saudi Arabia,SAU,1.1892394
2000,Saudi Arabia,SAU,1.0693718
2001,Saudi Arabia,SAU,1.3437866
2002,Saudi Arabia,SAU,1.5912089
2003,Saudi Arabia,SAU,1.330724
2004,Saudi Arabia,SAU,1.5302895
2005,Saudi Arabia,SAU,1.4445603
2006,Saudi Arabia,SAU,1.1883047
2007,Saudi Arabia,SAU,1.1847116
2018,Saudi Arabia,SAU,0.7376885
2019,Saudi Arabia,SAU,0.93525994
2023,Saudi Arabia,SAU,NA
1990,Scotland,NA,1.5007176
1991,Scotland,NA,1.2590172
1992,Scotland,NA,2.1629615
1993,Scotland,NA,2.2386038
1994,Scotland,NA,2.1363292
1995,Scotland,NA,2.4492083
1996,Scotland,NA,2.4743774
1997,Scotland,NA,1.6918011
1998,Scotland,NA,1.8908544
1999,Scotland,NA,2.365954
2000,Scotland,NA,2.093645
2001,Scotland,NA,2.2905889
2002,Scotland,NA,2.4674299
2003,Scotland,NA,2.1505377
2004,Scotland,NA,2.6945696
2005,Scotland,NA,1.859027
2006,Scotland,NA,2.337814
2007,Scotland,NA,2.2243714
2008,Scotland,NA,1.902785
2009,Scotland,NA,1.5673082
2010,Scotland,NA,1.9003459
2011,Scotland,NA,1.7547501
2012,Scotland,NA,1.1856369
2013,Scotland,NA,1.1637292
2014,Scotland,NA,1.1780986
2015,Scotland,NA,1.098083
2016,Scotland,NA,1.202657
2017,Scotland,NA,1.0875977
2018,Scotland,NA,1.1768817
2019,Scotland,NA,1.226365
2020,Scotland,NA,1.0794
2021,Scotland,NA,0.96717095
2022,Scotland,NA,0.9466059
2023,Scotland,NA,1.0382324
2023,Senegal,SEN,NA
2000,Serbia,SRB,2.963115
2001,Serbia,SRB,3.1756706
2002,Serbia,SRB,2.6257942
2003,Serbia,SRB,2.3185549
2004,Serbia,SRB,2.1676373
2005,Serbia,SRB,1.9498264
2006,Serbia,SRB,2.076845
2007,Serbia,SRB,2.2851832
2008,Serbia,SRB,1.8781159
2009,Serbia,SRB,2.073977
2010,Serbia,SRB,1.7847812
2011,Serbia,SRB,1.7515612
2012,Serbia,SRB,1.5017837
2013,Serbia,SRB,1.9103432
2014,Serbia,SRB,1.6327202
2015,Serbia,SRB,1.3932908
2016,Serbia,SRB,1.6278228
2017,Serbia,SRB,1.2158043
2018,Serbia,SRB,1.4957224
2019,Serbia,SRB,1.2632512
2020,Serbia,SRB,1.2160146
2021,Serbia,SRB,1.1264837
2022,Serbia,SRB,1.0896432
2023,Serbia,SRB,1.314002
2023,Serbia and Montenegro,OWID_SRM,NA
2004,Seychelles,SYC,11.343592
2006,Seychelles,SYC,9.958727
2007,Seychelles,SYC,8.746228
2008,Seychelles,SYC,6.483157
2009,Seychelles,SYC,14.952792
2010,Seychelles,SYC,9.476577
2011,Seychelles,SYC,16.490765
2012,Seychelles,SYC,4.018364
2013,Seychelles,SYC,17.63107
2014,Seychelles,SYC,15.288402
2015,Seychelles,SYC,6.528054
2016,Seychelles,SYC,10.926872
2017,Seychelles,SYC,6.22629
2018,Seychelles,SYC,7.8233657
2019,Seychelles,SYC,8.499751
2020,Seychelles,SYC,7.4818563
2021,Seychelles,SYC,4.065454
2022,Seychelles,SYC,7.966699
2023,Seychelles,SYC,NA
2004,Sierra Leone,SLE,2.0912235
2005,Sierra Leone,SLE,1.7994397
2006,Sierra Leone,SLE,1.7957261
2007,Sierra Leone,SLE,2.3306973
2008,Sierra Leone,SLE,3.121436
2009,Sierra Leone,SLE,2.6091352
2010,Sierra Leone,SLE,2.6194358
2011,Sierra Leone,SLE,2.9277072
2012,Sierra Leone,SLE,1.7249064
2015,Sierra Leone,SLE,1.7619505
2020,Sierra Leone,SLE,2.2243123
2023,Sierra Leone,SLE,NA
1990,Singapore,SGP,1.5462607
1991,Singapore,SGP,1.6261246
1992,Singapore,SGP,1.3327281
1993,Singapore,SGP,1.7480979
1994,Singapore,SGP,1.4336636
1995,Singapore,SGP,1.528176
1996,Singapore,SGP,0.9005174
1997,Singapore,SGP,1.0008897
1998,Singapore,SGP,1.0252684
1999,Singapore,SGP,0.98322046
2000,Singapore,SGP,1.0160474
2001,Singapore,SGP,0.7774225
2002,Singapore,SGP,0.7475477
2003,Singapore,SGP,0.6524505
2004,Singapore,SGP,0.4792982
2006,Singapore,SGP,0.38574487
2007,Singapore,SGP,0.39160103
2008,Singapore,SGP,0.56171113
2009,Singapore,SGP,0.40253052
2010,Singapore,SGP,0.37423572
2011,Singapore,SGP,0.30874684
2012,Singapore,SGP,0.20780832
2013,Singapore,SGP,0.31565723
2014,Singapore,SGP,0.25650892
2015,Singapore,SGP,0.2533781
2016,Singapore,SGP,0.32270038
2017,Singapore,SGP,0.19628562
2018,Singapore,SGP,0.15973394
2019,Singapore,SGP,0.21165654
2020,Singapore,SGP,0.17793117
2021,Singapore,SGP,0.108180426
2022,Singapore,SGP,0.12389634
2023,Singapore,SGP,0.06909549
2023,Sint Maarten (Dutch part),SXM,NA
1990,Slovakia,SVK,1.7660202
1991,Slovakia,SVK,2.4220066
1993,Slovakia,SVK,2.572113
1994,Slovakia,SVK,2.4142697
1995,Slovakia,SVK,2.39061
1996,Slovakia,SVK,2.4615712
1997,Slovakia,SVK,2.6071835
1998,Slovakia,SVK,2.3814857
1999,Slovakia,SVK,2.6217418
2000,Slovakia,SVK,2.39777
2001,Slovakia,SVK,2.1935382
2002,Slovakia,SVK,2.2500377
2003,Slovakia,SVK,2.5482702
2004,Slovakia,SVK,2.0089142
2005,Slovakia,SVK,1.7296871
2006,Slovakia,SVK,1.5250577
2007,Slovakia,SVK,1.5250143
2008,Slovakia,SVK,1.5987743
2009,Slovakia,SVK,1.4484484
2010,Slovakia,SVK,1.650639
2011,Slovakia,SVK,1.7784007
2012,Slovakia,SVK,1.3876371
2013,Slovakia,SVK,1.4416622
2014,Slovakia,SVK,1.3295833
2015,Slovakia,SVK,0.88556343
2016,Slovakia,SVK,1.1055304
2017,Slovakia,SVK,1.4717515
2018,Slovakia,SVK,1.2308863
2019,Slovakia,SVK,1.3943354
2020,Slovakia,SVK,1.1548988
2021,Slovakia,SVK,1.0105169
2022,Slovakia,SVK,0.76737607
2023,Slovakia,SVK,1.1235844
1990,Slovenia,SVN,2.0520449
1991,Slovenia,SVN,2.0008073
1992,Slovenia,SVN,2.4049802
1993,Slovenia,SVN,1.3060007
1994,Slovenia,SVN,2.0621026
1995,Slovenia,SVN,2.2131739
1996,Slovenia,SVN,1.9126301000000001
1997,Slovenia,SVN,1.8141527
1998,Slovenia,SVN,0.7070477
1999,Slovenia,SVN,1.2618654
2000,Slovenia,SVN,1.8119444
2001,Slovenia,SVN,1.4072622
2002,Slovenia,SVN,1.8076178
2003,Slovenia,SVN,1.0539576
2004,Slovenia,SVN,1.3543712
2005,Slovenia,SVN,1.0015457
2006,Slovenia,SVN,0.5990673
2007,Slovenia,SVN,1.1915652
2008,Slovenia,SVN,0.4938063
2009,Slovenia,SVN,0.63862985
2010,Slovenia,SVN,0.73363554
2011,Slovenia,SVN,0.7809434
2012,Slovenia,SVN,0.6818223
2013,Slovenia,SVN,0.5835323
2014,Slovenia,SVN,0.77730256
2015,Slovenia,SVN,0.97089875
2016,Slovenia,SVN,0.48511356
2017,Slovenia,SVN,0.9212523
2018,Slovenia,SVN,0.43489176
2019,Slovenia,SVN,0.6719658
2020,Slovenia,SVN,0.5232067
2021,Slovenia,SVN,0.42583513
2022,Slovenia,SVN,0.61459094
2023,Slovenia,SVN,0.56646633
2004,Solomon Islands,SLB,4.2139773
2005,Solomon Islands,SLB,5.382126
2006,Solomon Islands,SLB,4.6786623
2007,Solomon Islands,SLB,5.1983833
2008,Solomon Islands,SLB,3.7343502
2023,Solomon Islands,SLB,NA
2023,Somalia,SOM,NA
1994,South Africa,ZAF,59.005814
1995,South Africa,ZAF,60.341404
1996,South Africa,ZAF,56.445694
1997,South Africa,ZAF,53.61878
1998,South Africa,ZAF,54.35935
1999,South Africa,ZAF,48.371147
2000,South Africa,ZAF,46.136833
2001,South Africa,ZAF,44.999874
2002,South Africa,ZAF,44.88393
2003,South Africa,ZAF,40.87393
2004,South Africa,ZAF,38.35978
2005,South Africa,ZAF,37.437843
2006,South Africa,ZAF,38.213318
2007,South Africa,ZAF,36.41503
2008,South Africa,ZAF,35.379326
2009,South Africa,ZAF,32.413456
2010,South Africa,ZAF,30.362572
2011,South Africa,ZAF,29.349825
2012,South Africa,ZAF,30.145456
2013,South Africa,ZAF,31.132729
2014,South Africa,ZAF,32.026356
2015,South Africa,ZAF,32.919315
2016,South Africa,ZAF,33.21018
2017,South Africa,ZAF,35.284016
2018,South Africa,ZAF,35.865765
2019,South Africa,ZAF,35.787476
2020,South Africa,ZAF,32.977566
2021,South Africa,ZAF,40.94298
2022,South Africa,ZAF,43.720257
2023,South Africa,ZAF,NA
2023,South Georgia and the South Sandwich Islands,SGS,NA
1990,South Korea,KOR,0.4719276
1991,South Korea,KOR,0.4873072
1992,South Korea,KOR,0.53701943
1993,South Korea,KOR,0.6826619
1994,South Korea,KOR,0.49528953
1995,South Korea,KOR,0.5029425
1996,South Korea,KOR,0.53985935
1997,South Korea,KOR,0.6037599
1998,South Korea,KOR,0.8170135
1999,South Korea,KOR,0.8272742
2000,South Korea,KOR,0.79108614
2001,South Korea,KOR,0.8654862
2002,South Korea,KOR,0.7838187
2003,South Korea,KOR,0.81369984
2004,South Korea,KOR,0.8804289
2005,South Korea,KOR,0.8589646
2006,South Korea,KOR,0.86587715
2007,South Korea,KOR,0.89334863
2008,South Korea,KOR,0.88845104
2009,South Korea,KOR,1.0964376
2010,South Korea,KOR,0.9937274
2011,South Korea,KOR,0.8203121
2012,South Korea,KOR,0.8770236
2013,South Korea,KOR,0.7029994
2014,South Korea,KOR,0.74595773
2015,South Korea,KOR,0.73552614
2016,South Korea,KOR,0.69398636
2017,South Korea,KOR,0.58462185
2018,South Korea,KOR,0.598363
2019,South Korea,KOR,0.5737152
2020,South Korea,KOR,0.59392405
2021,South Korea,KOR,0.47253147
2022,South Korea,KOR,0.49630657
2023,South Korea,KOR,0.4773063
2012,South Sudan,SSD,13.982581
2023,South Sudan,SSD,NA
2000,South-Eastern Asia (UN),NA,3.1257408
2001,South-Eastern Asia (UN),NA,2.9863963
2002,South-Eastern Asia (UN),NA,2.955164
2003,South-Eastern Asia (UN),NA,3.2073977
2004,South-Eastern Asia (UN),NA,2.7066855
2005,South-Eastern Asia (UN),NA,2.7773306
2006,South-Eastern Asia (UN),NA,2.6823075
2007,South-Eastern Asia (UN),NA,2.586095
2008,South-Eastern Asia (UN),NA,2.4168687
2009,South-Eastern Asia (UN),NA,2.9084435
2010,South-Eastern Asia (UN),NA,2.7483287
2011,South-Eastern Asia (UN),NA,2.7314553
2012,South-Eastern Asia (UN),NA,2.7797084
2013,South-Eastern Asia (UN),NA,2.7542932
2014,South-Eastern Asia (UN),NA,2.7493308
2015,South-Eastern Asia (UN),NA,2.7088077
2016,South-Eastern Asia (UN),NA,2.8627706
2017,South-Eastern Asia (UN),NA,2.3326628
2018,South-Eastern Asia (UN),NA,1.86159
2019,South-Eastern Asia (UN),NA,1.6759139
2020,South-Eastern Asia (UN),NA,1.7222277
2021,South-Eastern Asia (UN),NA,3.6561062
2022,South-Eastern Asia (UN),NA,1.6631913
2023,South-Eastern Asia (UN),NA,1.630939
2000,Southern Asia (UN),NA,4.382836
2001,Southern Asia (UN),NA,4.269589
2002,Southern Asia (UN),NA,4.1326656
2003,Southern Asia (UN),NA,3.9517062
2004,Southern Asia (UN),NA,4.0896125
2005,Southern Asia (UN),NA,3.9269078
2006,Southern Asia (UN),NA,3.9444828
2007,Southern Asia (UN),NA,3.9356089
2008,Southern Asia (UN),NA,4.0223
2009,Southern Asia (UN),NA,3.931036
2010,Southern Asia (UN),NA,3.9102802
2011,Southern Asia (UN),NA,3.9629288
2012,Southern Asia (UN),NA,3.9422324
2013,Southern Asia (UN),NA,3.8420742
2014,Southern Asia (UN),NA,3.8511937
2015,Southern Asia (UN),NA,3.4341023
2016,Southern Asia (UN),NA,3.1503236
2017,Southern Asia (UN),NA,3.0806518
2018,Southern Asia (UN),NA,3.0510511
2019,Southern Asia (UN),NA,2.998955
2020,Southern Asia (UN),NA,2.9893792
2021,Southern Asia (UN),NA,2.9573863
2022,Southern Asia (UN),NA,2.9226363
2023,Southern Asia (UN),NA,2.961614
2000,Southern Europe (UN),NA,1.6247692
2001,Southern Europe (UN),NA,1.6369156
2002,Southern Europe (UN),NA,1.5407887
2003,Southern Europe (UN),NA,1.478491
2004,Southern Europe (UN),NA,1.380544
2005,Southern Europe (UN),NA,1.3598138
2006,Southern Europe (UN),NA,1.2728723
2007,Southern Europe (UN),NA,1.2920287
2008,Southern Europe (UN),NA,1.209614
2009,Southern Europe (UN),NA,1.1601555
2010,Southern Europe (UN),NA,1.1560805
2011,Southern Europe (UN),NA,1.1268591
2012,Southern Europe (UN),NA,1.1181252
2013,Southern Europe (UN),NA,1.0054026
2014,Southern Europe (UN),NA,0.95528656
2015,Southern Europe (UN),NA,0.8684526
2016,Southern Europe (UN),NA,0.80627865
2017,Southern Europe (UN),NA,0.7857094
2018,Southern Europe (UN),NA,0.7621128
2019,Southern Europe (UN),NA,0.7313581
2020,Southern Europe (UN),NA,0.71318144000000006
2021,Southern Europe (UN),NA,0.6877706
2022,Southern Europe (UN),NA,0.73447216
2023,Southern Europe (UN),NA,0.72890615
1990,Spain,ESP,1.2382199
1991,Spain,ESP,1.121123
1992,Spain,ESP,1.1181285
1993,Spain,ESP,1.1948973
1994,Spain,ESP,1.0763015
1995,Spain,ESP,1.0261471
1996,Spain,ESP,0.9866449
1997,Spain,ESP,1.1453642
1998,Spain,ESP,1.2851622
1999,Spain,ESP,1.1908013
2000,Spain,ESP,1.3481302
2001,Spain,ESP,1.3989371
2002,Spain,ESP,1.3507136
2003,Spain,ESP,1.3809639
2004,Spain,ESP,1.2027414
2005,Spain,ESP,1.1783738
2006,Spain,ESP,1.0649854
2007,Spain,ESP,1.0589565
2008,Spain,ESP,0.8802845
2009,Spain,ESP,0.88345325
2010,Spain,ESP,0.8560973
2011,Spain,ESP,0.81918305
2012,Spain,ESP,0.7741663
2013,Spain,ESP,0.64446753
2014,Spain,ESP,0.69135
2015,Spain,ESP,0.6469069
2016,Spain,ESP,0.62910885
2017,Spain,ESP,0.6550228
2018,Spain,ESP,0.6136817
2019,Spain,ESP,0.6977952
2020,Spain,ESP,0.6942189
2021,Spain,ESP,0.60751224
2022,Spain,ESP,0.67951286
2023,Spain,ESP,0.690856
1990,Sri Lanka,LKA,12.138848
1995,Sri Lanka,LKA,9.189216
1996,Sri Lanka,LKA,9.913422
1997,Sri Lanka,LKA,10.143466
1999,Sri Lanka,LKA,10.129466
2005,Sri Lanka,LKA,6.029721
2006,Sri Lanka,LKA,10.043036
2008,Sri Lanka,LKA,9.704607
2009,Sri Lanka,LKA,5.2947435
2010,Sri Lanka,LKA,3.654374
2011,Sri Lanka,LKA,3.484213
2012,Sri Lanka,LKA,3.1932797
2013,Sri Lanka,LKA,2.8980992
2014,Sri Lanka,LKA,2.5664282
2015,Sri Lanka,LKA,2.2411442
2016,Sri Lanka,LKA,2.4189014
2017,Sri Lanka,LKA,2.2003374
2018,Sri Lanka,LKA,2.3097887
2019,Sri Lanka,LKA,3.3109403
2023,Sri Lanka,LKA,NA
2000,Sub-Saharan Africa (UN),NA,15.867983
2001,Sub-Saharan Africa (UN),NA,15.782251
2002,Sub-Saharan Africa (UN),NA,15.687294
2003,Sub-Saharan Africa (UN),NA,15.160474
2004,Sub-Saharan Africa (UN),NA,14.884188
2005,Sub-Saharan Africa (UN),NA,14.663928
2006,Sub-Saharan Africa (UN),NA,14.689405
2007,Sub-Saharan Africa (UN),NA,14.419232
2008,Sub-Saharan Africa (UN),NA,14.307498
2009,Sub-Saharan Africa (UN),NA,14.120832
2010,Sub-Saharan Africa (UN),NA,13.876551
2011,Sub-Saharan Africa (UN),NA,13.858438
2012,Sub-Saharan Africa (UN),NA,13.9414625
2013,Sub-Saharan Africa (UN),NA,13.913247
2014,Sub-Saharan Africa (UN),NA,14.01154
2015,Sub-Saharan Africa (UN),NA,13.971322
2016,Sub-Saharan Africa (UN),NA,13.919571
2017,Sub-Saharan Africa (UN),NA,13.756737
2018,Sub-Saharan Africa (UN),NA,13.175636
2019,Sub-Saharan Africa (UN),NA,12.798954
2020,Sub-Saharan Africa (UN),NA,12.151525
2021,Sub-Saharan Africa (UN),NA,12.426586
2022,Sub-Saharan Africa (UN),NA,12.311056
2023,Sub-Saharan Africa (UN),NA,11.887699
2023,Sudan,SDN,NA
2023,Sudan (former),NA,NA
2000,Suriname,SUR,14.266442
2001,Suriname,SUR,16.236452
2002,Suriname,SUR,11.479172
2003,Suriname,SUR,11.848002
2004,Suriname,SUR,8.950757
2005,Suriname,SUR,13.286798
2006,Suriname,SUR,11.809591
2007,Suriname,SUR,8.474321
2008,Suriname,SUR,8.00379
2013,Suriname,SUR,5.096482
2014,Suriname,SUR,5.5616097
2015,Suriname,SUR,5.8456707
2016,Suriname,SUR,6.975672
2017,Suriname,SUR,6.0635357
2018,Suriname,SUR,6.3384833
2019,Suriname,SUR,4.952391
2020,Suriname,SUR,8.982283
2021,Suriname,SUR,5.664384
2022,Suriname,SUR,7.221213
2023,Suriname,SUR,6.5194645
1990,Sweden,SWE,1.1099988
1991,Sweden,SWE,1.3345776
1992,Sweden,SWE,1.3152469
1993,Sweden,SWE,1.2388111
1994,Sweden,SWE,1.1389275
1995,Sweden,SWE,0.9856903
1996,Sweden,SWE,1.119868
1997,Sweden,SWE,0.9835483
1998,Sweden,SWE,1.0394765
1999,Sweden,SWE,1.1402526
2000,Sweden,SWE,1.0820435
2001,Sweden,SWE,0.97796524
2002,Sweden,SWE,1.1316468
2003,Sweden,SWE,0.94882685
2004,Sweden,SWE,1.1897074
2005,Sweden,SWE,0.9191817
2006,Sweden,SWE,1.0021338
2007,Sweden,SWE,1.2133436
2008,Sweden,SWE,0.8893806
2009,Sweden,SWE,1.0001355
2010,Sweden,SWE,0.97033215
2011,Sweden,SWE,0.8572101
2012,Sweden,SWE,0.71432424
2013,Sweden,SWE,0.90619147
2014,Sweden,SWE,0.8972371
2015,Sweden,SWE,1.1429176
2016,Sweden,SWE,1.0681952
2017,Sweden,SWE,1.1234993
2018,Sweden,SWE,1.0613829
2019,Sweden,SWE,1.0798584
2020,Sweden,SWE,1.197641
2021,Sweden,SWE,1.0848558
2022,Sweden,SWE,1.1060958
2023,Sweden,SWE,1.146757
1990,Switzerland,CHE,1.6385695
1991,Switzerland,CHE,1.4418248
1992,Switzerland,CHE,1.3527173
1993,Switzerland,CHE,1.5133814
1994,Switzerland,CHE,1.143905
1995,Switzerland,CHE,1.1646937
1996,Switzerland,CHE,1.1736618
1997,Switzerland,CHE,1.2272253
1998,Switzerland,CHE,1.0688733
1999,Switzerland,CHE,1.2457795
2000,Switzerland,CHE,0.96046686
2001,Switzerland,CHE,1.1900824
2002,Switzerland,CHE,1.1815212
2009,Switzerland,CHE,0.65911525
2010,Switzerland,CHE,0.66447276
2011,Switzerland,CHE,0.58122116
2012,Switzerland,CHE,0.5625755
2013,Switzerland,CHE,0.7044689
2014,Switzerland,CHE,0.5005961
2015,Switzerland,CHE,0.6880789
2016,Switzerland,CHE,0.5373198
2017,Switzerland,CHE,0.53231585
2018,Switzerland,CHE,0.58710635
2019,Switzerland,CHE,0.5362853
2020,Switzerland,CHE,0.5439449
2021,Switzerland,CHE,0.4823692
2022,Switzerland,CHE,0.4776971
2023,Switzerland,CHE,0.59748197
1997,Syria,SYR,1.9198909
1998,Syria,SYR,2.1238384
1999,Syria,SYR,2.0335145
2000,Syria,SYR,2.145705
2001,Syria,SYR,2.2051055
2002,Syria,SYR,2.1066694
2003,Syria,SYR,2.2639236
2004,Syria,SYR,2.3231876
2005,Syria,SYR,2.285521
2006,Syria,SYR,2.2712202
2007,Syria,SYR,2.5521777
2008,Syria,SYR,2.4449353
2009,Syria,SYR,2.1659038
2010,Syria,SYR,2.0593867
2023,Syria,SYR,NA
2023,Taiwan,TWN,NA
1990,Tajikistan,TJK,3.1118212
1991,Tajikistan,TJK,2.6708992
1992,Tajikistan,TJK,10.709102
1993,Tajikistan,TJK,22.777319
1994,Tajikistan,TJK,10.917766
1995,Tajikistan,TJK,7.312664
1996,Tajikistan,TJK,7.9782114
1997,Tajikistan,TJK,8.110975
1998,Tajikistan,TJK,7.9496183
1999,Tajikistan,TJK,5.750302
2000,Tajikistan,TJK,4.502974
2001,Tajikistan,TJK,3.6364334
2002,Tajikistan,TJK,2.755804
2003,Tajikistan,TJK,2.4629896
2004,Tajikistan,TJK,2.0911424
2005,Tajikistan,TJK,2.2672398
2006,Tajikistan,TJK,2.748823
2007,Tajikistan,TJK,1.8347406
2008,Tajikistan,TJK,1.3626943
2009,Tajikistan,TJK,1.2950203
2010,Tajikistan,TJK,2.3653512
2011,Tajikistan,TJK,1.6102678
2020,Tajikistan,TJK,0.8923708
2023,Tajikistan,TJK,NA
1995,Tanzania,TZA,6.9445596
1996,Tanzania,TZA,7.377424
1997,Tanzania,TZA,7.4577026
2003,Tanzania,TZA,7.4899793
2004,Tanzania,TZA,7.6778417
2010,Tanzania,TZA,8.686621
2011,Tanzania,TZA,9.013811
2012,Tanzania,TZA,8.637602
2013,Tanzania,TZA,7.572076
2015,Tanzania,TZA,7.2009435
2016,Tanzania,TZA,6.3893414
2017,Tanzania,TZA,5.6546926
2018,Tanzania,TZA,4.759986
2019,Tanzania,TZA,4.5948544
2020,Tanzania,TZA,3.749213
2023,Tanzania,TZA,NA
1990,Thailand,THA,9.762812
